0.15999998,0.157,0.25568286,0.009298423,STK,313,8828,not normalized,1000
0.73800004,0.68399996,0.86155534,0.11339634,STK,313,8828,normalized,1000
0.15999997,0.16599998,0.28492838,0.015911343,STK,394,55,not normalized,1000
0.7459998,0.69700015,0.82039416,0.11102904,STK,394,55,normalized,1000
0.176,0.19000004,0.27114373,0.010803955,STK,305,2084,not normalized,1000
0.7699999,0.72900015,0.8614537,0.10522477,STK,305,2084,normalized,1000
0.17999998,0.18400002,0.2841313,0.011709761,STK,356,1375,not normalized,1000
0.67,0.635,0.81395876,0.0931483,STK,356,1375,normalized,1000
0.13599996,0.13999999,0.21776395,0.008328322,STK,336,2802,not normalized,1000
0.7640001,0.706,0.88773805,0.08482718,STK,336,2802,normalized,1000
0.15399998,0.16500004,0.25261256,0.013500663,STK,455,3501,not normalized,1000
0.69,0.6289999,0.83668864,0.10801469,STK,455,3501,normalized,1000
0.13999996,0.137,0.22627743,0.008644879,STK,356,3389,not normalized,1000
0.69000006,0.64599997,0.85085154,0.07882996,STK,356,3389,normalized,1000
